rank,song_title,artist_name,score
1,根も葉もRumor,AKB48,100
2,黄色,back number,99
3,マイ・ユニバース,コールドプレイ X BTS,98
4,水平線,back number,97
5,Rocketeer,INI,96
6,Permission to Dance,BTS,95
7,Cry Baby,Official髭男dism,94
8,ドライフラワー,優里,93
9,Butter,BTS,92
10,君に叱られた,乃木坂46,91
11,大正浪漫,YOASOBI,90
12,Dynamite,BTS,89
13,怪物,YOASOBI,88
14,夜に駆ける,YOASOBI,87
15,踊,Ado,86
16,きらり,藤井風,85
17,ステイ,ザ・キッド・ラロイxジャスティン・ビーバー,84
18,炎,LiSA,83
19,群青,YOASOBI,82
20,ヨワネハキ,"MAISONdes feat.和ぬか, asmi",81
21,YOKAZE,変態紳士クラブ,80
22,三原色,YOASOBI,79
23,CITRUS,Da-iCE,78
25,Shining One,BE:FIRST,76
26,勿忘,Awesome City Club,75
27,シャッター,優里,74
28,夜撫でるメノウ,Ayase,73
29,The Feels,TWICE,72
32,Pretender,Official髭男dism,69
33,夏音,優里,68
34,うっせぇわ,Ado,67
35,Tokimeki,Vaundy,66
36,ラブレター,YOASOBI,65
37,あの頃の君を見つけた,SKE48,64
38,アポトーシス,Official髭男dism,63
39,"Stand by me, Stand by you.",平井大,62
40,ツキミソウ,Novelbright,61
43,怪盗,back number,58
44,猫,DISH//,57
45,ギラギラ,Ado,56
46,LOCO,ITZY,55
47,廻廻奇譚,Eve,54
48,I LOVE…,Official髭男dism,53
49,海のリビング,鈴木鈴木,52
50,MIRROR MIRROR,平井大,51
52,もう少しだけ,YOASOBI,49
53,虹,菅田将暉,48
54,ミライチズ,夜のひと笑い,47
55,なにやってもうまくいかない,meiyo,46
56,紅蓮華,LiSA,45
57,魔法の絨毯,川崎鷹也,44
58,マリーゴールド,あいみょん,43
59,U,millennium parade × Belle,42
60,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,41
61,ハルジオン,YOASOBI,40
62,裸の心,あいみょん,39
63,Curtain Call feat.Taka,清水翔太,38
64,花占い,Vaundy,37
65,Bluma to Lunch,BLOOM VASE,36
66,Mela!,緑黄色社会,35
67,LALISA,LISA from BLACKPINK,34
68,115万キロのフィルム,Official髭男dism,33
69,題名のない今日,平井大,32
70,春を告げる,yama,31
71,カチカジャ,超特急,30
72,ハルカ,YOASOBI,29
73,アンコール,YOASOBI,28
74,感電,米津玄師,27
75,napori,Vaundy,26
76,白日,King Gnu,25
77,シヴァーズ,エド・シーラン,24
78,Lemon,米津玄師,23
79,青と夏,Mrs.GREEN APPLE,22
80,かくれんぼ,優里,21
81,Pale Blue,米津玄師,20
83,Buddy,平井大,18
85,高嶺の花子さん,back number,16
86,HADASHi NO STEP,LiSA,15
87,シル・ヴ・プレジデント,P丸様。,14
88,燃えよ,藤井風,13
89,Film out,BTS,12
90,あいつら全員同窓会,ずっと真夜中でいいのに。,11
91,不可幸力,Vaundy,10
93,インフェルノ,Mrs.GREEN APPLE,8
94,Boy With Luv (feat. Halsey),BTS (防弾少年団),7
95,Ordinary days,milet,6
97,なんでも言っちゃって (feat. JP THE WAVY),LEX,4
98,ピーターパン,優里,3
99,イエスタデイ,Official髭男dism,2
100,虹色の戦争,世界の終わり,1
