アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
TWS,はじめまして,100,https://open.spotify.com/track/0o7bRi57o5jUchsIEqsnQJ,64,58,./downloaded_mp3/TWS_はじめまして.mp3
Mrs.GREEN APPLE,クスシキ,98,https://open.spotify.com/track/3huSUfmhUr4entz2S0G31O,80,69,./downloaded_mp3/Mrs.GREEN APPLE_クスシキ.mp3
aespa,Dirty Work,97,https://open.spotify.com/track/1ic3Thr0mG0IsBE98pPcQ2,78,61,./downloaded_mp3/aespa_Dirty Work.mp3
Mrs.GREEN APPLE,breakfast,96,https://open.spotify.com/track/7BPgsEG645OAnpetcBbLrZ,80,65,./downloaded_mp3/Mrs.GREEN APPLE_breakfast.mp3
HANA,ROSE,95,https://open.spotify.com/track/5JTNhYqB0eG0ivgZcBviJ0,70,75,./downloaded_mp3/HANA_ROSE.mp3
BE:FIRST,夢中,94,https://open.spotify.com/track/7KNY1e9x1MDvpBAmIAN3tz,70,72,./downloaded_mp3/BE:FIRST_夢中.mp3
Mrs.GREEN APPLE,Carrying Happiness,93,https://open.spotify.com/track/6cSE6qGHagStJmrPa0jzu9,80,65,./downloaded_mp3/Mrs.GREEN APPLE_Carrying Happiness.mp3
HANA,Burning Flower,92,https://open.spotify.com/track/20mMzqcOAO1J5qmM7Q6sP0,70,70,./downloaded_mp3/HANA_Burning Flower.mp3
Mrs.GREEN APPLE,ライラック,91,https://open.spotify.com/track/78W4mTLIh4qoLu92W4IQhO,80,72,./downloaded_mp3/Mrs.GREEN APPLE_ライラック.mp3
サカナクション,怪獣,90,https://open.spotify.com/track/6FhWelfRDMFZRtFUU6SIdC,66,73,./downloaded_mp3/サカナクション_怪獣.mp3
back number,ブルーアンバー,89,https://open.spotify.com/track/35MeePbBnryubkVG0v8GbI,77,74,./downloaded_mp3/back number_ブルーアンバー.mp3
米津玄師,Plazma,88,https://open.spotify.com/track/1KLg01cjnRsENoFhJWUTSd,80,70,./downloaded_mp3/米津玄師_Plazma.mp3
Mrs.GREEN APPLE,ダーリン,87,https://open.spotify.com/track/62x4EMPyCFF2Ohv7qDjalp,80,68,./downloaded_mp3/Mrs.GREEN APPLE_ダーリン.mp3
乃木坂46,Same numbers,85,https://open.spotify.com/track/4uGFZWQiuG2YRuUVB7h5rz,61,49,./downloaded_mp3/乃木坂46_Same numbers.mp3
ORANGE RANGE,イケナイ太陽,84,https://open.spotify.com/track/7emibp3qHeqNNYqZ2Y09xb,59,67,./downloaded_mp3/ORANGE RANGE_イケナイ太陽.mp3
