rank,song_title,artist_name,score
1,命は美しい,乃木坂46,100
2,もんだいガール,きゃりーぱみゅぱみゅ,99
3,ワタリドリ,[Alexandros],98
4,愛唄〜since 2007〜,whiteeeen,97
5,Sakura,嵐,96
6,あなたに恋をしてみました,chay,95
7,Green Flash,AKB48,94
8,Easter/復活祭,ASIAN KUNG-FU GENERATION,93
9,あったかいんだからぁ♪,クマムシ,92
10,オール・アバウト・ザット・ベース〜わたしのぽちゃティブ宣言!,メーガン・トレイナー,91
11,リヴィング・フォー・ラヴ,マドンナ,90
12,アロエ,サザンオールスターズ,89
13,アイ・リアリー・ライク・ユー,カーリー・レイ・ジェプセン,88
15,KISS KISS KISS,KAT-TUN,86
16,イヤな事だらけの世の中で,サザンオールスターズ,85
17,Swallow Dive,降谷建志,84
18,Dragon Night,SEKAI NO OWARI,83
19,青春賦,ももいろクローバーZ,82
20,アップタウン・ファンク feat.ブルーノ・マーズ,マーク・ロンソン,81
21,サクラミチ,東方神起,80
22,君と。,ハジ→,79
25,やっちゃった!!,舞祭組,76
26,(Everybody is)Like a Starlight,吉井和哉,75
27,360°,miwa,74
28,情熱の花,EXILE,73
29,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,72
32,Loving Power,久保田利伸,69
33,ヒロイン,back number,68
34,ありがとう,新山詩織,67
37,海色,AKINO from bless4,64
39,ヨゴしたくないcry,CLEAR'S,62
40,奇跡,コブクロ,61
42,アイ・ウォント・ユー・トゥ・ノウ feat.セレーナ・ゴメス,ゼッド,59
43,シュガー,マルーン5,58
44,吹雪,西沢幸奏,57
45,Floatin' Groove,Keishi Tanaka,56
46,Walking on the clouds,藤原さくら,55
48,有頂天,B'z,53
50,さよなら、アリス,Flower,51
51,バブル,湘南乃風,50
52,にじいろ,絢香,49
53,純愛,鈴木雅之,48
54,Seven Deadly Sins,MAN WITH A MISSION,47
56,ラヴ・ミー・ライク・ユー・ドゥ,エリー・ゴールディング,45
57,ひまわりの約束,秦基博,44
58,シェイク・イット・オフ〜気にしてなんかいられないっ!!,テイラー・スウィフト,43
61,Just Fly Away,EDGE of LIFE,40
62,至上の人生,椎名林檎,39
63,手紙〜拝啓十五の君へ〜,アンジェラ・アキ,38
64,華麗なる逆襲,SMAP,37
65,何度でも花が咲くように私を生きよう,福山雅治,36
66,ハッピー,ファレル・ウィリアムス,35
67,Season,瀧川ありさ,34
68,バラード・オブ・ザ・マイティ・アイ,ノエル・ギャラガーズ・ハイ・フライング・バーズ,33
69,3月9日,レミオロメン,32
72,Lil' Infinity,AAA,29
73,はっぴいえんど,サザンオールスターズ,28
74,L-エル-,Acid Black Cherry,27
75,さくら(独唱),森山直太朗,26
76,明日、春が来たら,松たか子,25
77,私以外私じゃないの,ゲスの極み乙女。,24
78,Happiness,シェネル,23
79,恋詩,安田レイ,22
80,Darling,西野カナ,21
81,コケティッシュ渋滞中,SKE48,20
82,ナッシング・ウィズアウト・ラヴ,ネイト・ルイス,19
83,Star!!,CINDERELLA PROJECT,18
84,ぼくの憂鬱と不機嫌な彼女,AAA,17
85,さくら,ケツメイシ,16
87,道,EXILE,14
88,Happy Days,大原櫻子,13
89,ステイ・ウィズ・ミー〜そばにいてほしい,サム・スミス,12
90,スタイル,テイラー・スウィフト,11
91,ストッキング,吉澤嘉代子,10
92,愛唄,GReeeeN,9
94,Bring me up!,久保田利伸,7
96,季節は次々死んでいく,amazarashi,5
98,光るなら,Goose house,3
99,スーパーヒーローズ,ザ・スクリプト,2
100,瞳,大原櫻子,1
